과목,문항,인용파일,인용줄,판정,실제/추정줄,오프셋,비고,심각도
과목2,16,2과목_제조및품질관리_표준형.md,3503,EXACT,3503,0,,정상
과목2,17,주의사항_별표1_유형별주의사항표시문구.md,701,EXACT,701,0,,정상
과목2,18,2과목_제조및품질관리_표준형.md,1688,EXACT,1688,0,,정상
과목2,19,2과목_제조및품질관리_표준형.md,3554,EXACT,3554,0,,정상
과목2,20,2과목_제조및품질관리_표준형.md,2151,EXACT,2151,0,,정상
과목2,21,2과목_제조및품질관리_표준형.md,1694,EXACT,1694,0,,정상
과목2,22,2과목_제조및품질관리_표준형.md,2500,EXACT,2500,0,,정상
과목2,23,2과목_제조및품질관리_표준형.md,2368,EXACT,2368,0,,정상
과목2,24,2과목_제조및품질관리_표준형.md,3137,EXACT,3137,0,,정상
과목2,25,2과목_제조및품질관리_표준형.md,3389,EXACT,3389,0,,정상
과목2,26,2과목_제조및품질관리_표준형.md,1178,EXACT,1178,0,,정상
과목2,27,2과목_제조및품질관리_표준형.md,3737,EXACT,3737,0,,정상
과목2,28,2과목_제조및품질관리_표준형.md,1204,EXACT,1204,0,,정상
과목2,29,2과목_제조및품질관리_표준형.md,1887,EXACT,1887,0,,정상
과목2,30,주의사항_별표1_유형별주의사항표시문구.md,659,EXACT,659,0,,정상
과목2,31,2과목_제조및품질관리_표준형.md,3305,EXACT,3305,0,,정상
과목2,32,우수화장품 제조 및 품질관리기준(식품의약품안전처고시)(제2024-46호)(20240822).md,381,EXACT,381,0,,정상
과목2,33,2과목_제조및품질관리_표준형.md,1297,EXACT,1297,0,,정상
과목2,34,2과목_제조및품질관리_표준형.md,3499,EXACT,3499,0,,정상
과목2,35,우수화장품 제조 및 품질관리기준(식품의약품안전처고시)(제2024-46호)(20240822).md,447,EXACT,447,0,,정상
과목2,36,2과목_제조및품질관리_표준형.md,3887,EXACT,3887,0,,정상
과목2,37,2과목_제조및품질관리_표준형.md,2050,EXACT,2050,0,,정상
과목2,38,2과목_제조및품질관리_표준형.md,2379,EXACT,2379,0,,정상
과목2,39,우수화장품 제조 및 품질관리기준(식품의약품안전처고시)(제2024-46호)(20240822).md,341,EXACT,341,0,,정상
과목2,40,2과목_제조및품질관리_표준형.md,883,EXACT,883,0,,정상
과목2,41,2과목_제조및품질관리_표준형.md,1833,EXACT,1833,0,,정상
과목2,42,2과목_제조및품질관리_표준형.md,5400,EXACT,5400,0,,정상
과목2,43,2과목_제조및품질관리_표준형.md,824,EXACT,824,0,,정상
과목2,44,2과목_제조및품질관리_표준형.md,781,EXACT,781,0,,정상
과목2,45,2과목_제조및품질관리_표준형.md,624,EXACT,624,0,,정상
과목2,46,2과목_제조및품질관리_표준형.md,3668,EXACT,3668,0,,정상
과목2,47,우수화장품 제조 및 품질관리기준(식품의약품안전처고시)(제2024-46호)(20240822).md,355,EXACT,355,0,,정상
과목2,48,우수화장품 제조 및 품질관리기준(식품의약품안전처고시)(제2024-46호)(20240822).md,447,EXACT,447,0,,정상
과목2,49,2과목_제조및품질관리_표준형.md,2346,EXACT,2346,0,,정상
과목2,50,2과목_제조및품질관리_표준형.md,3889,EXACT,3889,0,,정상
과목2,51,2과목_제조및품질관리_표준형.md,3923,EXACT,3923,0,,정상
과목2,52,2과목_제조및품질관리_표준형.md,3732,EXACT,3732,0,,정상
과목2,53,2과목_제조및품질관리_표준형.md,75,WRONGLINE_같은파일,3918,3843,올바른 줄=L3918 ,교정필요(줄오류)
과목2,54,2과목_제조및품질관리_표준형.md,3309,EXACT,3309,0,,정상
과목2,55,2과목_제조및품질관리_표준형.md,3390,EXACT,3390,0,,정상
과목2,56,2과목_제조및품질관리_표준형.md,2157,EXACT,2157,0,,정상
과목2,57,2과목_제조및품질관리_표준형.md,1716,EXACT,1716,0,,정상
과목2,58,2과목_제조및품질관리_표준형.md,795,EXACT,795,0,,정상
과목2,59,2과목_제조및품질관리_표준형.md,3689,EXACT,3689,0,,정상
과목2,60,우수화장품 제조 및 품질관리기준(식품의약품안전처고시)(제2024-46호)(20240822).md,355,EXACT,355,0,,정상
과목2,61,기능성화장품 심사에 관한 규정(식품의약품안전처고시)(제2025-88호)(20251216).md,281,EXACT,281,0,,정상
과목2,62,2과목_제조및품질관리_표준형.md,2142,EXACT,2142,0,,정상
과목2,63,2과목_제조및품질관리_표준형.md,1334,EXACT,1334,0,,정상
과목2,64,우수화장품 제조 및 품질관리기준(식품의약품안전처고시)(제2024-46호)(20240822).md,599,EXACT,599,0,,정상
과목2,65,2과목_제조및품질관리_표준형.md,3891,EXACT,3891,0,,정상
과목2,66,2과목_제조및품질관리_표준형.md,2106,EXACT,2106,0,,정상
과목2,67,2과목_제조및품질관리_표준형.md,626,EXACT,626,0,,정상
과목2,68,2과목_제조및품질관리_표준형.md,1204,EXACT,1204,0,,정상
과목2,69,우수화장품 제조 및 품질관리기준(식품의약품안전처고시)(제2024-46호)(20240822).md,381,EXACT,381,0,,정상
과목2,70,2과목_제조및품질관리_표준형.md,4197,EXACT,4197,0,,정상
과목2,71,2과목_제조및품질관리_표준형.md,3309,EXACT,3309,0,,정상
과목2,72,우수화장품 제조 및 품질관리기준(식품의약품안전처고시)(제2024-46호)(20240822).md,285,EXACT,285,0,,정상
과목2,73,2과목_제조및품질관리_표준형.md,3899,EXACT,3899,0,,정상
과목2,74,2과목_제조및품질관리_표준형.md,3390,EXACT,3390,0,,정상
과목2,75,2과목_제조및품질관리_표준형.md,3504,EXACT,3504,0,,정상
과목2,76,2과목_제조및품질관리_표준형.md,626,EXACT,626,0,,정상
과목2,77,2과목_제조및품질관리_표준형.md,75,WRONGLINE_같은파일,3918,3843,올바른 줄=L3918 ,교정필요(줄오류)
과목2,78,2과목_제조및품질관리_표준형.md,2405,EXACT,2405,0,,정상
과목2,79,2과목_제조및품질관리_표준형.md,2912,EXACT,2912,0,,정상
과목2,80,기능성화장품 심사에 관한 규정(식품의약품안전처고시)(제2025-88호)(20251216).md,111,EXACT,111,0,,정상
과목2,81,2과목_제조및품질관리_표준형.md,3486,EXACT,3486,0,,정상
과목2,82,2과목_제조및품질관리_표준형.md,3486,EXACT,3486,0,,정상
과목2,83,2과목_제조및품질관리_표준형.md,3486,EXACT,3486,0,,정상
과목2,84,2과목_제조및품질관리_표준형.md,3504,EXACT,3504,0,,정상
과목2,85,우수화장품 제조 및 품질관리기준(식품의약품안전처고시)(제2024-46호)(20240822).md,851,EXACT,851,0,,정상
과목2,86,2과목_제조및품질관리_표준형.md,3710,EXACT,3710,0,,정상
과목2,87,2과목_제조및품질관리_표준형.md,3923,EXACT,3923,0,,정상
과목2,88,2과목_제조및품질관리_표준형.md,3082,EXACT,3082,0,,정상
과목2,89,2과목_제조및품질관리_표준형.md,870,EXACT,870,0,,정상
과목2,90,2과목_제조및품질관리_표준형.md,3304,EXACT,3304,0,,정상
과목2,91,우수화장품 제조 및 품질관리기준(식품의약품안전처고시)(제2024-46호)(20240822).md,647,EXACT,647,0,,정상
과목2,92,2과목_제조및품질관리_표준형.md,3888,EXACT,3888,0,,정상
과목2,93,2과목_제조및품질관리_표준형.md,3836,EXACT,3836,0,,정상
과목2,94,2과목_제조및품질관리_표준형.md,3503,EXACT,3503,0,,정상
과목2,95,2과목_제조및품질관리_표준형.md,626,EXACT,626,0,,정상
과목2,96,2과목_제조및품질관리_표준형.md,1304,EXACT,1304,0,,정상
과목2,97,2과목_제조및품질관리_표준형.md,969,EXACT,969,0,,정상
과목2,98,우수화장품 제조 및 품질관리기준(식품의약품안전처고시)(제2024-46호)(20240822).md,409,EXACT,409,0,,정상
과목2,99,2과목_제조및품질관리_표준형.md,3554,EXACT,3554,0,,정상
과목2,100,2과목_제조및품질관리_표준형.md,2415,EXACT,2415,0,,정상
과목2,101,2과목_제조및품질관리_표준형.md,2561,EXACT,2561,0,,정상
과목2,102,2과목_제조및품질관리_표준형.md,3486,EXACT,3486,0,,정상
과목2,103,2과목_제조및품질관리_표준형.md,626,EXACT,626,0,,정상
과목2,104,2과목_제조및품질관리_표준형.md,3719,EXACT,3719,0,,정상
과목2,105,2과목_제조및품질관리_표준형.md,1826,EXACT,1826,0,,정상
과목2,106,우수화장품 제조 및 품질관리기준(식품의약품안전처고시)(제2024-46호)(20240822).md,381,EXACT,381,0,,정상
과목2,107,2과목_제조및품질관리_표준형.md,3554,EXACT,3554,0,,정상
과목2,108,2과목_제조및품질관리_표준형.md,3713,EXACT,3713,0,,정상
과목2,109,2과목_제조및품질관리_표준형.md,88,EXACT,88,0,,정상
과목2,110,2과목_제조및품질관리_표준형.md,3499,EXACT,3499,0,,정상
과목2,111,2과목_제조및품질관리_표준형.md,3193,EXACT,3193,0,,정상
과목2,112,우수화장품 제조 및 품질관리기준(식품의약품안전처고시)(제2024-46호)(20240822).md,447,EXACT,447,0,,정상
과목2,113,2과목_제조및품질관리_표준형.md,3554,EXACT,3554,0,,정상
과목2,114,2과목_제조및품질관리_표준형.md,3892,EXACT,3892,0,,정상
과목2,115,2과목_제조및품질관리_표준형.md,2679,WRONGLINE_같은파일,2684,5,올바른 줄=L2684 ,경미(헤더offset)
과목2,116,2과목_제조및품질관리_표준형.md,3410,EXACT,3410,0,,정상
과목2,117,2과목_제조및품질관리_표준형.md,1162,EXACT,1162,0,,정상
과목2,118,우수화장품 제조 및 품질관리기준(식품의약품안전처고시)(제2024-46호)(20240822).md,863,EXACT,863,0,,정상
과목2,119,2과목_제조및품질관리_표준형.md,1722,EXACT,1722,0,,정상
과목2,120,2과목_제조및품질관리_표준형.md,105,EXACT,105,0,,정상
과목2,121,2과목_제조및품질관리_표준형.md,692,EXACT,692,0,,정상
과목2,122,2과목_제조및품질관리_표준형.md,1827,EXACT,1827,0,,정상
과목2,123,2과목_제조및품질관리_표준형.md,2428,EXACT,2428,0,,정상
과목2,124,2과목_제조및품질관리_표준형.md,1878,EXACT,1878,0,,정상
과목2,125,2과목_제조및품질관리_표준형.md,2894,EXACT,2894,0,,정상
과목2,126,2과목_제조및품질관리_표준형.md,2144,EXACT,2144,0,,정상
과목2,127,2과목_제조및품질관리_표준형.md,3689,EXACT,3689,0,,정상
과목2,128,2과목_제조및품질관리_표준형.md,2847,EXACT,2847,0,,정상
과목2,129,2과목_제조및품질관리_표준형.md,1858,EXACT,1858,0,,정상
과목2,130,2과목_제조및품질관리_표준형.md,626,EXACT,626,0,,정상
과목2,131,2과목_제조및품질관리_표준형.md,3193,EXACT,3193,0,,정상
과목2,132,2과목_제조및품질관리_표준형.md,2084,EXACT,2084,0,,정상
과목2,133,2과목_제조및품질관리_표준형.md,105,EXACT,105,0,,정상
과목2,134,2과목_제조및품질관리_표준형.md,692,EXACT,692,0,,정상
과목2,135,2과목_제조및품질관리_표준형.md,4208,EXACT,4208,0,,정상
과목2,136,2과목_제조및품질관리_표준형.md,3672,EXACT,3672,0,,정상
과목2,137,2과목_제조및품질관리_표준형.md,2144,EXACT,2144,0,,정상
과목2,138,2과목_제조및품질관리_표준형.md,544,EXACT,544,0,,정상
과목2,139,2과목_제조및품질관리_표준형.md,2084,EXACT,2084,0,,정상
과목2,140,2과목_제조및품질관리_표준형.md,1826,EXACT,1826,0,,정상
과목2,141,2과목_제조및품질관리_표준형.md,2050,EXACT,2050,0,,정상
과목2,142,2과목_제조및품질관리_표준형.md,801,EXACT,801,0,,정상
과목2,143,2과목_제조및품질관리_표준형.md,2663,NOTFOUND_재작성,2663,,원문 미발견(요약형) ,참고(요약형근거)
과목2,144,2과목_제조및품질관리_표준형.md,3730,EXACT,3730,0,,정상
과목2,145,2과목_제조및품질관리_표준형.md,2150,EXACT,2150,0,,정상
과목2,146,2과목_제조및품질관리_표준형.md,1204,EXACT,1204,0,,정상
과목2,147,2과목_제조및품질관리_표준형.md,105,EXACT,105,0,,정상
과목2,148,2과목_제조및품질관리_표준형.md,3927,EXACT,3927,0,,정상
과목2,149,2과목_제조및품질관리_표준형.md,2084,EXACT,2084,0,,정상
과목2,150,2과목_제조및품질관리_표준형.md,1825,EXACT,1825,0,,정상
과목2,151,2과목_제조및품질관리_표준형.md,1224,EXACT,1224,0,,정상
과목2,152,2과목_제조및품질관리_표준형.md,2105,EXACT,2105,0,,정상
과목2,153,2과목_제조및품질관리_표준형.md,1865,EXACT,1865,0,,정상
과목2,154,2과목_제조및품질관리_표준형.md,2106,EXACT,2106,0,,정상
과목2,155,2과목_제조및품질관리_표준형.md,626,EXACT,626,0,,정상
과목2,156,2과목_제조및품질관리_표준형.md,3578,EXACT,3578,0,,정상
과목2,157,2과목_제조및품질관리_표준형.md,89,EXACT,89,0,,정상
과목2,158,2과목_제조및품질관리_표준형.md,3122,EXACT,3122,0,,정상
과목2,159,2과목_제조및품질관리_표준형.md,3897,EXACT,3897,0,,정상
과목2,160,2과목_제조및품질관리_표준형.md,88,EXACT,88,0,,정상
과목2,161,우수화장품 제조 및 품질관리기준(식품의약품안전처고시)(제2024-46호)(20240822).md,143,EXACT,143,0,,정상
과목2,162,2과목_제조및품질관리_표준형.md,3097,EXACT,3097,0,,정상
과목2,163,2과목_제조및품질관리_표준형.md,1236,EXACT,1236,0,,정상
과목2,164,2과목_제조및품질관리_표준형.md,3309,EXACT,3309,0,,정상
과목2,165,2과목_제조및품질관리_표준형.md,1343,SHORT_RAT,1343,,근거 짧음,정상(짧은근거/계산)
과목2,166,2과목_제조및품질관리_표준형.md,2326,EXACT,2326,0,,정상
과목2,167,우수화장품 제조 및 품질관리기준(식품의약품안전처고시)(제2024-46호)(20240822).md,183,EXACT,183,0,,정상
과목2,168,2과목_제조및품질관리_표준형.md,2997,EXACT,2997,0,,정상
과목2,169,2과목_제조및품질관리_표준형.md,3002,EXACT,3002,0,,정상
과목2,170,2과목_제조및품질관리_표준형.md,3709,EXACT,3709,0,,정상
과목2,171,주의사항_별표1_유형별주의사항표시문구.md,701,EXACT,701,0,,정상
과목2,172,2과목_제조및품질관리_표준형.md,88,EXACT,88,0,,정상
과목2,173,2과목_제조및품질관리_표준형.md,4194,EXACT,4194,0,,정상
과목2,174,2과목_제조및품질관리_표준형.md,3699,EXACT,3699,0,,정상
과목2,175,우수화장품 제조 및 품질관리기준(식품의약품안전처고시)(제2024-46호)(20240822).md,443,WRONGLINE_같은파일,1480,1037,올바른 줄=L1480 ,교정필요(줄오류)
과목2,176,2과목_제조및품질관리_표준형.md,3410,EXACT,3410,0,,정상
과목2,177,2과목_제조및품질관리_표준형.md,693,EXACT,693,0,,정상
과목2,178,2과목_제조및품질관리_표준형.md,2994,EXACT,2994,0,,정상
과목2,179,2과목_제조및품질관리_표준형.md,2053,EXACT,2053,0,,정상
과목2,180,우수화장품 제조 및 품질관리기준(식품의약품안전처고시)(제2024-46호)(20240822).md,377,EXACT,377,0,,정상
과목2,181,2과목_제조및품질관리_표준형.md,2368,EXACT,2368,0,,정상
과목2,182,2과목_제조및품질관리_표준형.md,5410,EXACT,5410,0,,정상
과목2,183,2과목_제조및품질관리_표준형.md,1833,EXACT,1833,0,,정상
과목2,184,2과목_제조및품질관리_표준형.md,3499,EXACT,3499,0,,정상
과목2,185,2과목_제조및품질관리_표준형.md,623,EXACT,623,0,,정상
과목2,186,2과목_제조및품질관리_표준형.md,88,EXACT,88,0,,정상
과목2,187,우수화장품 제조 및 품질관리기준(식품의약품안전처고시)(제2024-46호)(20240822).md,355,EXACT,355,0,,정상
과목2,188,2과목_제조및품질관리_표준형.md,88,EXACT,88,0,,정상
과목2,189,2과목_제조및품질관리_표준형.md,1204,EXACT,1204,0,,정상
과목2,190,우수화장품 제조 및 품질관리기준(식품의약품안전처고시)(제2024-46호)(20240822).md,671,EXACT,671,0,,정상
과목2,191,2과목_제조및품질관리_표준형.md,3213,EXACT,3213,0,,정상
과목2,192,2과목_제조및품질관리_표준형.md,2822,EXACT,2822,0,,정상
과목2,193,2과목_제조및품질관리_표준형.md,3390,EXACT,3390,0,,정상
과목2,194,우수화장품 제조 및 품질관리기준(식품의약품안전처고시)(제2024-46호)(20240822).md,183,EXACT,183,0,,정상
과목2,195,우수화장품 제조 및 품질관리기준(식품의약품안전처고시)(제2024-46호)(20240822).md,377,EXACT,377,0,,정상
과목2,196,2과목_제조및품질관리_표준형.md,3837,EXACT,3837,0,,정상
과목2,197,2과목_제조및품질관리_표준형.md,3002,EXACT,3002,0,,정상
과목2,198,2과목_제조및품질관리_표준형.md,2450,EXACT,2450,0,,정상
과목2,199,2과목_제조및품질관리_표준형.md,2676,EXACT,2676,0,,정상
과목2,200,2과목_제조및품질관리_표준형.md,3560,EXACT,3560,0,,정상
과목2,201,2과목_제조및품질관리_표준형.md,633,EXACT,633,0,,정상
과목2,202,2과목_제조및품질관리_표준형.md,3835,EXACT,3835,0,,정상
과목2,203,2과목_제조및품질관리_표준형.md,2323,EXACT,2323,0,,정상
과목2,204,2과목_제조및품질관리_표준형.md,2932,EXACT,2932,0,,정상
과목2,205,2과목_제조및품질관리_표준형.md,1236,EXACT,1236,0,,정상
과목2,206,2과목_제조및품질관리_표준형.md,3504,EXACT,3504,0,,정상
과목2,207,우수화장품 제조 및 품질관리기준(식품의약품안전처고시)(제2024-46호)(20240822).md,381,EXACT,381,0,,정상
과목2,208,2과목_제조및품질관리_표준형.md,2071,EXACT,2071,0,,정상
과목2,209,2과목_제조및품질관리_표준형.md,3122,EXACT,3122,0,,정상
과목2,210,우수화장품 제조 및 품질관리기준(식품의약품안전처고시)(제2024-46호)(20240822).md,377,EXACT,377,0,,정상
과목2,211,2과목_제조및품질관리_표준형.md,2667,EXACT,2667,0,,정상
과목2,212,2과목_제조및품질관리_표준형.md,5410,EXACT,5410,0,,정상
과목2,213,2과목_제조및품질관리_표준형.md,3560,EXACT,3560,0,,정상
과목2,214,2과목_제조및품질관리_표준형.md,2668,EXACT,2668,0,,정상
과목2,215,2과목_제조및품질관리_표준형.md,3309,EXACT,3309,0,,정상
과목2,216,2과목_제조및품질관리_표준형.md,3569,EXACT,3569,0,,정상
과목2,217,2과목_제조및품질관리_표준형.md,2110,EXACT,2110,0,,정상
과목2,218,2과목_제조및품질관리_표준형.md,3554,EXACT,3554,0,,정상
과목2,219,2과목_제조및품질관리_표준형.md,89,EXACT,89,0,,정상
과목2,220,2과목_제조및품질관리_표준형.md,2998,EXACT,2998,0,,정상
과목2,221,2과목_제조및품질관리_표준형.md,3388,EXACT,3388,0,,정상
과목2,222,2과목_제조및품질관리_표준형.md,2953,EXACT,2953,0,,정상
과목2,223,2과목_제조및품질관리_표준형.md,3504,EXACT,3504,0,,정상
과목2,224,2과목_제조및품질관리_표준형.md,3503,EXACT,3503,0,,정상
과목2,225,우수화장품 제조 및 품질관리기준(식품의약품안전처고시)(제2024-46호)(20240822).md,355,EXACT,355,0,,정상
과목2,226,2과목_제조및품질관리_표준형.md,2598,EXACT,2598,0,,정상
과목2,227,2과목_제조및품질관리_표준형.md,3002,EXACT,3002,0,,정상
과목2,228,2과목_제조및품질관리_표준형.md,1865,EXACT,1865,0,,정상
과목2,229,2과목_제조및품질관리_표준형.md,2999,EXACT,2999,0,,정상
과목2,230,2과목_제조및품질관리_표준형.md,3410,EXACT,3410,0,,정상
과목2,231,2과목_제조및품질관리_표준형.md,633,EXACT,633,0,,정상
과목2,232,2과목_제조및품질관리_표준형.md,3837,EXACT,3837,0,,정상
과목2,233,2과목_제조및품질관리_표준형.md,2604,EXACT,2604,0,,정상
과목2,234,우수화장품 제조 및 품질관리기준(식품의약품안전처고시)(제2024-46호)(20240822).md,443,WRONGLINE_같은파일,1480,1037,올바른 줄=L1480 ,교정필요(줄오류)
과목2,235,2과목_제조및품질관리_표준형.md,1236,EXACT,1236,0,,정상
과목2,236,2과목_제조및품질관리_표준형.md,3556,EXACT,3556,0,,정상
과목2,237,우수화장품 제조 및 품질관리기준(식품의약품안전처고시)(제2024-46호)(20240822).md,147,EXACT,147,0,,정상
과목2,238,2과목_제조및품질관리_표준형.md,2071,EXACT,2071,0,,정상
과목2,239,2과목_제조및품질관리_표준형.md,2379,EXACT,2379,0,,정상
과목2,240,우수화장품 제조 및 품질관리기준(식품의약품안전처고시)(제2024-46호)(20240822).md,377,EXACT,377,0,,정상
과목2,241,2과목_제조및품질관리_표준형.md,2667,EXACT,2667,0,,정상
과목2,242,2과목_제조및품질관리_표준형.md,51,EXACT,51,0,,정상
과목2,243,2과목_제조및품질관리_표준형.md,887,EXACT,887,0,,정상
과목2,244,2과목_제조및품질관리_표준형.md,898,EXACT,898,0,,정상
과목2,245,우수화장품 제조 및 품질관리기준(식품의약품안전처고시)(제2024-46호)(20240822).md,237,EXACT,237,0,,정상
과목2,246,2과목_제조및품질관리_표준형.md,3122,EXACT,3122,0,,정상
과목2,247,화장품의 색소 종류 및 기준(식품의약품안전처고시)(제2023-61호)(20230921).md,55,EXACT,55,0,,정상
과목2,248,2과목_제조및품질관리_표준형.md,4194,EXACT,4194,0,,정상
과목2,249,2과목_제조및품질관리_표준형.md,3689,EXACT,3689,0,,정상
과목2,250,2과목_제조및품질관리_표준형.md,1105,EXACT,1105,0,,정상
과목3,1,3과목_유통화장품안전관리_표준형.md,156,EXACT,156,0,,정상
과목3,2,3과목_유통화장품안전관리_표준형.md,614,EXACT,614,0,,정상
과목3,3,3과목_유통화장품안전관리_표준형.md,594,EXACT,594,0,,정상
과목3,4,우수화장품 제조 및 품질관리기준(식품의약품안전처고시)(제2024-46호)(20240822).md,139,EXACT,139,0,,정상
과목3,5,3과목_유통화장품안전관리_표준형.md,614,EXACT,614,0,,정상
과목3,6,3과목_유통화장품안전관리_표준형.md,1791,EXACT,1791,0,,정상
과목3,7,3과목_유통화장품안전관리_표준형.md,1198,WRONGLINE_같은파일,1202,4,올바른 줄=L1202 ,경미(헤더offset)
과목3,8,3과목_유통화장품안전관리_표준형.md,1328,EXACT,1328,0,,정상
과목3,9,3과목_유통화장품안전관리_표준형.md,3398,EXACT,3398,0,,정상
과목3,10,3과목_유통화장품안전관리_표준형.md,3398,EXACT,3398,0,,정상
과목3,11,3과목_유통화장품안전관리_표준형.md,3398,EXACT,3398,0,,정상
과목3,12,3과목_유통화장품안전관리_표준형.md,2457,EXACT,2457,0,,정상
과목3,13,3과목_유통화장품안전관리_표준형.md,2589,EXACT,2589,0,,정상
과목3,14,3과목_유통화장품안전관리_표준형.md,2590,EXACT,2590,0,,정상
과목3,15,3과목_유통화장품안전관리_표준형.md,2591,EXACT,2591,0,,정상
과목3,16,3과목_유통화장품안전관리_표준형.md,2065,EXACT,2065,0,,정상
과목3,17,3과목_유통화장품안전관리_표준형.md,1286,NOTFOUND_재작성,1286,,원문 미발견(요약형) ,참고(요약형근거)
과목3,18,3과목_유통화장품안전관리_표준형.md,2815,EXACT,2815,0,,정상
과목3,19,3과목_유통화장품안전관리_표준형.md,1151,EXACT,1151,0,,정상
과목3,20,화장품 안전기준 등에 관한 규정(식품의약품안전처고시)(제2026-19호)(20260318).md,89,WRONGFILE_다른파일,2042,,실제: 3과목_유통화장품안전관리_표준형.md L2042 ,교정필요(파일오류)
과목3,21,3과목_유통화장품안전관리_표준형.md,1328,EXACT,1328,0,,정상
과목3,22,3과목_유통화장품안전관리_표준형.md,1791,EXACT,1791,0,,정상
과목3,23,3과목_유통화장품안전관리_표준형.md,3417,EXACT,3417,0,,정상
과목3,24,3과목_유통화장품안전관리_표준형.md,1151,EXACT,1151,0,,정상
과목3,25,3과목_유통화장품안전관리_표준형.md,1791,EXACT,1791,0,,정상
과목3,26,3과목_유통화장품안전관리_표준형.md,1791,EXACT,1791,0,,정상
과목3,27,3과목_유통화장품안전관리_표준형.md,1795,EXACT,1795,0,,정상
과목3,28,3과목_유통화장품안전관리_표준형.md,594,EXACT,594,0,,정상
과목3,29,3과목_유통화장품안전관리_표준형.md,2815,EXACT,2815,0,,정상
과목3,30,3과목_유통화장품안전관리_표준형.md,2456,EXACT,2456,0,,정상
과목3,31,3과목_유통화장품안전관리_표준형.md,2210,EXACT,2210,0,,정상
과목3,32,화장품법 시행규칙(총리령)(제02109호)(20260402).md,855,EXACT,855,0,,정상
과목3,33,3과목_유통화장품안전관리_표준형.md,156,EXACT,156,0,,정상
과목3,34,3과목_유통화장품안전관리_표준형.md,592,EXACT,592,0,,정상
과목3,35,3과목_유통화장품안전관리_표준형.md,3408,EXACT,3408,0,,정상
과목3,36,우수화장품 제조 및 품질관리기준(식품의약품안전처고시)(제2024-46호)(20240822).md,575,EXACT,575,0,,정상
과목3,37,3과목_유통화장품안전관리_표준형.md,1280,EXACT,1280,0,,정상
과목3,38,화장품법 시행규칙(총리령)(제02109호)(20260402).md,1541,EXACT,1541,0,,정상
과목3,39,3과목_유통화장품안전관리_표준형.md,1791,EXACT,1791,0,,정상
과목3,40,3과목_유통화장품안전관리_표준형.md,2696,EXACT,2696,0,,정상
과목3,41,3과목_유통화장품안전관리_표준형.md,639,EXACT,639,0,,정상
과목3,42,3과목_유통화장품안전관리_표준형.md,949,EXACT,949,0,,정상
과목3,43,3과목_유통화장품안전관리_표준형.md,3408,EXACT,3408,0,,정상
과목3,44,3과목_유통화장품안전관리_표준형.md,1694,EXACT,1694,0,,정상
과목3,45,3과목_유통화장품안전관리_표준형.md,157,EXACT,157,0,,정상
과목3,46,3과목_유통화장품안전관리_표준형.md,1009,EXACT,1009,0,,정상
과목3,47,3과목_유통화장품안전관리_표준형.md,2815,EXACT,2815,0,,정상
과목3,48,3과목_유통화장품안전관리_표준형.md,154,EXACT,154,0,,정상
과목3,49,3과목_유통화장품안전관리_표준형.md,656,EXACT,656,0,,정상
과목3,50,3과목_유통화장품안전관리_표준형.md,154,EXACT,154,0,,정상
과목3,51,화장품 안전기준 등에 관한 규정(식품의약품안전처고시)(제2026-19호)(20260318).md,89,WRONGFILE_다른파일,2042,,실제: 3과목_유통화장품안전관리_표준형.md L2042 ,교정필요(파일오류)
과목3,52,3과목_유통화장품안전관리_표준형.md,2589,EXACT,2589,0,,정상
과목3,53,3과목_유통화장품안전관리_표준형.md,1391,EXACT,1391,0,,정상
과목3,54,3과목_유통화장품안전관리_표준형.md,614,EXACT,614,0,,정상
과목3,55,3과목_유통화장품안전관리_표준형.md,67,EXACT,67,0,,정상
과목3,56,화장품법 시행규칙(총리령)(제02109호)(20260402).md,1401,EXACT,1401,0,,정상
과목3,57,3과목_유통화장품안전관리_표준형.md,2591,EXACT,2591,0,,정상
과목3,58,3과목_유통화장품안전관리_표준형.md,67,EXACT,67,0,,정상
과목3,59,3과목_유통화장품안전관리_표준형.md,2132,EXACT,2132,0,,정상
과목3,60,3과목_유통화장품안전관리_표준형.md,656,EXACT,656,0,,정상
과목3,61,3과목_유통화장품안전관리_표준형.md,1694,EXACT,1694,0,,정상
과목3,62,3과목_유통화장품안전관리_표준형.md,2132,EXACT,2132,0,,정상
과목3,63,3과목_유통화장품안전관리_표준형.md,67,EXACT,67,0,,정상
과목3,64,화장품법 시행규칙(총리령)(제02109호)(20260402).md,1351,EXACT,1351,0,,정상
과목3,65,3과목_유통화장품안전관리_표준형.md,2604,EXACT,2604,0,,정상
과목3,66,화장품 안전기준 등에 관한 규정(식품의약품안전처고시)(제2026-19호)(20260318).md,27,EXACT,27,0,,정상
과목3,67,3과목_유통화장품안전관리_표준형.md,154,EXACT,154,0,,정상
과목3,68,3과목_유통화장품안전관리_표준형.md,1328,EXACT,1328,0,,정상
과목3,69,3과목_유통화장품안전관리_표준형.md,2815,EXACT,2815,0,,정상
과목3,70,3과목_유통화장품안전관리_표준형.md,614,EXACT,614,0,,정상
과목3,71,3과목_유통화장품안전관리_표준형.md,2590,EXACT,2590,0,,정상
과목3,72,화장품법 시행규칙(총리령)(제02109호)(20260402).md,1329,EXACT,1329,0,,정상
과목3,73,3과목_유통화장품안전관리_표준형.md,594,EXACT,594,0,,정상
